tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,daylight_hours,preciptype,uvindex,severerisk,conditions,description
33.9,24.0,28.7,41.7,24.0,31.6,23.0,73.2,13.0,100.0,4.17,39.2,14.6,254.5,1008.6,57.8,5.6,173.7,15.0,0.25,12.999722222222223,1,7,0,4,21
35.9,26.0,30.4,37.5,26.0,33.1,21.8,63.6,0.0,0.0,0.0,29.5,11.2,239.8,1008.1,69.7,6.2,208.4,18.0,0.32,13.009722222222223,0,9,0,2,27
37.2,24.0,29.6,41.7,24.0,31.1,20.4,60.5,0.0,0.0,0.0,38.2,18.4,259.5,1007.6,77.9,6.1,210.9,18.2,0.36,13.019166666666667,0,10,0,2,27
38.4,26.0,31.2,41.1,26.0,33.1,20.2,55.8,0.0,0.0,0.0,38.9,13.5,269.2,1007.5,59.6,6.4,235.9,20.2,0.39,13.028611111111111,0,9,0,2,27
36.0,24.0,30.0,37.3,24.0,31.1,20.2,59.5,0.2,100.0,4.17,45.7,16.7,277.1,1008.0,84.7,5.9,165.5,14.3,0.43,13.037777777777778,1,6,0,4,21
38.4,26.0,32.0,38.0,26.0,32.4,16.7,43.2,0.0,0.0,0.0,45.4,17.6,305.3,1005.6,76.6,6.2,252.7,21.7,0.46,13.046666666666667,0,9,0,2,27
38.9,27.0,32.0,39.8,28.4,32.7,17.2,43.2,0.0,0.0,0.0,50.8,21.7,292.5,1004.1,49.4,6.1,247.2,21.2,0.5,13.055277777777778,0,9,0,2,27
35.4,25.0,29.8,38.0,25.0,31.5,20.4,59.2,0.0,0.0,0.0,52.6,19.8,268.4,1005.6,60.2,6.9,240.6,20.8,0.53,13.063611111111111,0,9,0,2,27
34.4,25.8,29.1,39.0,25.8,31.5,21.9,66.5,0.0,0.0,0.0,44.6,18.0,274.8,1007.6,65.3,6.1,202.1,17.3,0.56,13.071666666666667,0,10,0,2,27
36.9,26.0,30.3,40.3,26.0,33.3,21.9,62.2,0.0,0.0,0.0,36.0,14.8,268.6,1008.3,65.8,6.3,227.0,19.5,0.59,13.079444444444444,0,9,0,2,27
35.7,24.1,30.3,38.9,24.1,32.9,21.7,62.5,2.0,100.0,4.17,30.2,14.8,291.6,1008.4,52.3,6.0,268.8,23.2,0.63,13.086944444444445,1,10,0,4,21
36.5,24.0,29.8,40.3,24.0,32.8,22.2,65.6,0.0,0.0,0.0,37.1,28.0,267.2,1006.9,53.7,6.5,191.3,16.6,0.66,13.09388888888889,0,9,0,2,27
34.9,24.0,29.1,39.8,24.0,31.7,22.6,69.8,4.2,100.0,12.5,31.3,14.8,268.6,1007.9,60.3,6.0,257.7,22.1,0.69,13.100833333333334,1,9,0,4,26
32.5,23.0,27.7,37.2,23.0,30.6,23.7,79.5,28.0,100.0,4.17,26.6,11.2,270.1,1009.2,73.4,5.2,183.2,15.9,0.75,13.1075,1,10,0,4,21
30.0,24.0,26.3,32.6,24.0,27.6,22.8,82.1,0.8,100.0,4.17,24.1,13.0,265.5,1010.7,83.5,4.6,99.4,8.7,0.76,13.113611111111112,1,5,0,4,21
32.1,23.2,26.2,37.0,23.2,27.4,22.9,82.9,2.0,100.0,4.17,24.5,9.4,208.3,1011.0,60.1,4.8,158.3,13.7,0.79,13.119444444444444,1,9,0,4,22
33.3,24.0,28.3,36.4,24.0,30.4,22.1,71.1,0.3,100.0,8.33,26.3,14.6,221.9,1010.0,66.0,5.1,266.3,23.2,0.83,13.125277777777777,1,10,0,4,22
33.0,23.5,27.9,37.2,23.5,30.1,22.8,75.4,13.1,100.0,12.5,26.3,11.2,231.4,1009.8,70.9,5.4,223.3,19.1,0.86,13.130555555555556,1,2,0,4,24
34.4,25.0,29.3,38.9,25.0,32.6,23.1,70.7,0.0,0.0,0.0,37.1,13.0,273.8,1009.3,48.7,6.1,283.7,24.5,0.89,13.135555555555555,0,2,0,2,27
33.8,25.0,29.4,36.5,25.0,31.2,21.5,64.5,0.0,0.0,0.0,39.6,14.8,261.9,1008.1,47.3,6.2,255.2,21.9,0.93,13.14,0,2,0,2,27
29.9,24.0,27.0,33.3,24.0,28.6,22.6,77.4,0.2,100.0,8.33,40.3,16.4,270.1,1007.2,73.8,5.3,104.0,8.9,0.96,13.144166666666667,1,5,0,4,23
30.4,22.2,26.1,33.6,22.2,27.4,22.5,81.6,19.0,100.0,12.5,52.9,18.0,278.8,1006.1,80.6,5.5,145.3,12.3,0.0,13.148333333333333,1,8,0,4,26
29.0,22.0,25.1,32.6,22.0,25.7,21.9,83.0,2.0,100.0,4.17,56.9,18.8,279.6,1005.9,80.4,4.6,128.2,11.1,0.03,13.151944444444444,1,6,0,4,20
30.9,23.0,26.6,34.9,23.0,28.0,21.8,75.7,0.5,100.0,8.33,56.2,25.9,282.6,1005.8,81.3,5.6,150.7,13.0,0.06,13.155277777777778,1,6,0,4,22
31.0,23.0,26.4,36.4,23.0,28.2,22.3,78.4,1.5,100.0,25.0,45.4,22.7,273.9,1004.7,72.8,5.0,149.8,13.0,0.1,13.158055555555556,1,8,0,4,24
30.0,22.5,26.2,35.3,22.5,27.6,22.5,80.8,16.4,100.0,12.5,51.8,21.0,275.0,1004.8,81.6,4.9,174.6,15.1,0.13,13.160833333333333,1,8,0,4,26
31.1,23.0,26.2,35.8,23.0,27.5,22.5,80.5,20.0,100.0,4.17,50.0,21.2,262.5,1004.2,76.1,4.9,189.1,16.5,0.17,13.162777777777778,1,9,0,4,22
29.2,23.1,26.0,33.2,23.1,27.2,22.5,81.8,0.0,0.0,0.0,59.0,20.3,256.8,1005.6,84.8,5.2,166.1,14.5,0.2,13.164722222222222,0,7,0,2,27
30.6,23.0,26.5,33.5,23.0,27.8,21.8,76.3,3.2,100.0,33.33,46.8,21.9,260.9,1006.0,83.5,5.7,212.0,18.4,0.24,13.16638888888889,1,10,0,4,26
28.8,24.0,26.2,32.1,24.0,27.3,22.0,78.0,0.4,100.0,4.17,60.1,171.1,257.1,1007.5,87.1,5.0,140.7,12.2,0.25,13.1675,1,6,0,4,22
28.9,24.0,26.0,31.8,24.0,26.7,21.6,77.0,0.4,100.0,4.17,54.7,22.3,248.3,1009.3,87.6,5.2,162.2,13.9,0.31,13.168333333333333,1,6,0,4,22
32.2,23.0,27.7,34.7,23.0,29.1,21.4,70.7,0.0,0.0,0.0,51.5,26.8,261.2,1009.7,63.8,5.7,239.0,20.7,0.34,13.168888888888889,0,9,0,2,27
32.2,24.0,28.3,35.0,24.0,30.1,21.7,69.4,0.0,0.0,0.0,43.2,18.0,273.3,1009.3,54.7,5.6,256.8,22.1,0.38,13.168888888888889,0,2,0,2,27
32.3,24.0,28.1,35.1,24.0,30.1,21.7,69.2,0.0,0.0,0.0,39.2,21.6,283.3,1008.2,76.4,5.4,239.7,20.6,0.41,13.168611111111112,0,10,0,2,27
29.2,26.2,27.8,32.1,26.2,30.3,22.2,71.6,0.0,0.0,0.0,34.9,15.1,283.7,1008.3,79.3,5.0,107.5,9.3,0.45,13.168055555555556,0,4,0,2,27
28.4,24.0,25.9,30.8,24.0,26.6,22.5,81.9,0.0,0.0,0.0,49.0,20.5,285.6,1009.0,89.2,5.0,132.4,11.6,0.48,13.167222222222222,0,6,0,2,27
31.0,23.0,26.6,33.7,23.0,27.6,21.3,74.2,0.1,100.0,4.17,47.5,21.9,270.9,1007.7,80.6,5.6,172.1,14.9,0.5,13.16611111111111,1,8,0,4,21
31.7,24.0,27.2,36.2,24.0,29.1,22.2,74.7,0.0,0.0,0.0,46.4,20.1,281.2,1007.0,73.3,5.6,196.1,16.9,0.55,13.164166666666667,0,9,0,2,27
27.0,22.2,24.5,29.6,22.2,24.7,22.9,90.8,26.0,100.0,16.67,34.6,17.5,285.8,1008.7,96.0,4.3,59.1,5.0,0.58,13.1625,1,4,0,3,15
29.5,22.9,25.8,34.4,22.9,27.4,23.3,86.3,4.8,100.0,20.83,28.8,10.8,268.9,1008.8,82.0,4.5,143.5,12.4,0.61,13.16,1,7,0,4,24
34.0,24.0,27.6,40.6,24.0,29.5,23.0,77.9,24.0,100.0,12.5,30.6,11.2,246.9,1008.3,70.1,5.1,152.2,13.2,0.65,13.157222222222222,1,8,0,4,26
34.0,25.2,29.2,40.6,25.2,32.7,23.4,72.3,0.0,0.0,0.0,34.6,11.2,263.8,1007.8,63.7,5.9,250.2,21.5,0.68,13.154166666666667,0,2,0,2,27
31.0,24.3,28.3,36.8,24.3,32.3,24.2,79.0,11.0,100.0,4.17,29.5,11.2,261.0,1006.8,85.8,5.6,104.7,9.1,0.71,13.151111111111112,1,4,0,4,22
28.0,23.0,25.3,31.3,23.0,25.8,22.8,86.4,5.2,100.0,8.33,41.8,18.4,275.5,1008.3,91.1,4.3,112.9,9.8,0.75,13.147222222222222,1,6,0,3,13
31.1,24.0,27.8,36.6,24.0,30.0,22.5,73.6,0.0,0.0,0.0,36.0,23.0,275.9,1008.7,75.5,5.4,213.8,18.5,0.78,13.143333333333333,0,8,0,2,27
32.1,24.0,28.0,37.8,24.0,30.7,23.0,75.0,0.0,0.0,0.0,36.7,14.8,279.1,1008.6,58.1,5.7,262.9,22.6,0.81,13.13888888888889,0,10,0,2,27
31.4,26.0,28.0,37.0,26.0,30.7,23.7,77.9,0.0,0.0,0.0,34.2,11.3,300.8,1008.3,72.8,5.4,201.0,17.4,0.84,13.134166666666667,0,7,0,2,27
32.6,25.0,28.0,38.3,25.0,30.3,22.9,74.9,0.1,100.0,4.17,28.4,14.4,264.1,1007.3,65.9,5.6,240.2,20.9,0.88,13.129166666666666,1,10,0,4,22
35.7,22.0,26.9,41.5,22.0,28.7,22.7,79.8,55.0,100.0,8.33,37.1,18.4,269.0,1007.3,67.6,4.9,234.7,20.3,0.91,13.123888888888889,1,10,0,4,1
27.1,22.0,24.5,30.1,22.0,24.8,22.8,90.6,8.7,100.0,41.67,28.1,13.0,273.0,1007.9,91.8,4.5,96.4,8.4,0.94,13.118333333333334,1,5,0,3,7
29.1,23.8,25.8,34.0,23.8,27.1,23.2,85.6,0.4,100.0,4.17,30.2,14.0,270.0,1005.5,83.8,5.5,145.1,12.5,0.97,13.112222222222222,1,8,0,4,22
28.2,24.0,25.3,31.9,24.0,26.0,23.0,87.1,0.5,100.0,16.67,34.2,11.2,262.4,1004.2,89.7,4.9,128.2,11.2,0.0,13.105833333333333,1,5,0,4,26
25.1,23.1,24.3,25.1,23.1,24.3,23.0,92.3,6.0,100.0,8.33,35.6,15.8,252.4,1003.9,91.8,4.2,32.4,2.5,0.04,13.099444444444444,1,1,0,3,14
27.0,22.2,24.8,29.8,22.2,25.0,23.0,90.1,34.0,100.0,8.33,37.8,19.4,244.0,1003.8,94.3,4.7,99.1,8.6,0.08,13.0925,1,6,0,3,11
24.5,22.0,23.3,24.5,22.0,23.3,22.6,95.9,26.0,100.0,12.5,40.3,22.7,253.3,1004.5,96.5,4.0,85.1,7.4,0.11,13.085277777777778,1,5,0,3,15
27.7,21.1,23.7,30.6,21.1,23.8,22.4,92.8,24.0,100.0,16.67,43.2,16.6,263.5,1004.6,96.9,4.4,124.5,10.7,0.15,13.078055555555556,1,6,0,3,15
28.0,22.5,25.0,31.9,22.5,25.9,23.1,89.7,49.2,100.0,12.5,39.6,11.2,247.2,1004.3,89.6,4.6,133.8,11.8,0.19,13.070277777777777,1,5,0,4,26
29.1,23.1,25.4,34.6,23.1,26.3,23.2,88.0,2.0,100.0,4.17,31.0,13.0,239.7,1007.4,87.4,4.8,120.5,10.6,0.22,13.061944444444444,1,7,0,4,23
32.0,24.0,27.0,38.2,24.0,29.1,23.5,81.9,16.0,100.0,8.33,32.4,18.4,267.3,1007.6,73.4,5.3,211.9,18.4,0.25,13.053611111111111,1,10,0,4,22
28.2,21.9,25.0,33.0,21.9,26.0,23.7,92.6,38.0,100.0,4.17,23.8,9.4,246.2,1006.4,87.2,4.4,118.3,10.3,0.29,13.045,1,7,0,4,20
27.1,22.1,24.8,29.8,22.1,25.1,22.6,88.0,1.3,100.0,16.67,42.1,14.8,264.5,1006.2,83.1,4.4,112.1,9.6,0.33,13.036111111111111,1,4,0,4,26
27.5,22.0,24.5,30.3,22.0,24.8,22.2,87.4,2.4,100.0,8.33,55.8,20.5,273.0,1008.2,92.2,5.2,157.3,13.6,0.36,13.027222222222223,1,7,0,3,15
23.0,22.0,22.3,23.0,22.0,22.3,21.9,97.6,14.0,100.0,20.83,52.9,27.4,261.2,1006.7,99.6,4.5,52.4,4.5,0.4,13.017777777777777,1,3,0,3,7
24.4,21.2,22.5,24.4,21.2,22.5,21.8,96.1,21.0,100.0,16.67,68.4,30.2,259.3,1002.4,100.0,4.1,28.8,2.4,0.43,13.008055555555556,1,1,0,3,7
27.0,22.0,23.6,29.7,22.0,23.8,21.7,89.4,5.0,100.0,4.17,51.8,16.6,265.1,1003.2,97.6,4.7,94.2,8.2,0.47,12.998055555555556,1,5,0,3,12
29.3,22.0,25.2,32.9,22.0,26.2,22.3,84.6,1.1,100.0,16.67,56.2,15.1,254.2,1004.7,70.3,4.9,205.7,17.8,0.5,12.988055555555556,1,9,0,4,21
29.9,23.8,26.1,34.4,23.8,27.6,22.8,82.3,1.0,100.0,4.17,55.1,18.0,252.6,1006.1,68.5,5.5,157.1,13.5,0.54,12.977777777777778,1,7,0,4,20
30.0,23.8,26.5,34.1,23.8,27.9,22.2,78.1,2.0,100.0,4.17,57.6,18.4,262.3,1007.0,70.0,5.4,157.1,13.6,0.57,12.967222222222222,1,6,0,4,20
30.3,23.0,26.5,33.1,23.0,27.7,21.3,73.9,0.0,0.0,0.0,56.5,14.9,262.2,1006.6,69.7,6.1,208.8,18.1,0.6,12.956388888888888,0,10,0,2,27
31.0,23.0,26.1,34.5,23.0,27.2,21.4,75.9,0.1,100.0,4.17,58.3,18.8,265.6,1007.2,62.3,5.3,209.4,18.1,0.63,12.945277777777777,1,9,0,4,22
27.6,23.0,25.3,30.0,23.0,25.8,21.5,79.6,0.0,0.0,0.0,58.3,17.0,266.6,1008.1,82.4,5.4,134.3,11.7,0.67,12.934166666666666,0,6,0,2,27
30.0,22.2,25.4,33.4,22.2,26.1,22.1,82.5,3.0,100.0,8.33,51.5,23.8,271.6,1008.6,83.9,5.4,188.6,16.2,0.7,12.922777777777778,1,9,0,4,26
28.1,23.6,25.4,30.9,23.6,26.1,21.8,80.8,0.0,0.0,0.0,54.7,18.4,268.3,1009.4,86.2,5.4,135.6,11.9,0.75,12.911111111111111,0,6,0,2,27
28.0,23.0,25.3,30.4,23.0,25.8,21.5,79.8,0.0,0.0,0.0,59.0,18.0,266.9,1008.1,72.8,5.2,144.6,12.5,0.76,12.899166666666666,0,6,0,2,27
29.6,22.5,25.7,32.7,22.5,26.6,21.4,77.6,0.0,0.0,0.0,58.7,16.3,266.4,1008.4,66.1,6.0,260.0,22.3,0.8,12.887222222222222,0,2,0,2,27
29.4,23.0,25.8,32.1,23.0,26.6,21.7,78.5,0.0,0.0,0.0,56.5,19.5,269.3,1010.1,59.9,6.1,167.2,14.5,0.83,12.874722222222223,0,7,0,2,27
29.1,24.0,26.1,32.4,24.0,26.9,22.0,78.7,0.0,0.0,0.0,55.8,12.5,260.4,1009.9,68.0,5.9,132.9,11.5,0.86,12.8625,0,6,0,2,27
29.2,23.0,25.8,32.8,23.0,26.6,21.7,78.8,0.2,100.0,4.17,50.4,20.9,264.0,1007.7,67.1,5.9,171.0,14.8,0.89,12.85,1,7,0,4,20
32.0,23.0,25.9,36.8,23.0,26.5,21.9,79.5,1.0,100.0,4.17,48.6,19.4,273.8,1007.1,70.0,5.8,164.7,14.2,0.93,12.8375,1,7,0,4,23
32.0,24.0,27.3,35.8,24.0,28.9,22.0,73.9,0.0,0.0,0.0,41.4,14.8,271.7,1007.9,43.0,6.0,223.0,19.3,0.96,12.824166666666667,0,10,0,2,27
30.9,23.7,27.2,35.5,23.7,29.4,23.5,81.0,3.0,100.0,4.17,32.8,9.9,261.9,1009.4,80.0,5.7,216.2,18.8,0.0,12.811388888888889,1,10,0,4,21
32.1,25.0,27.8,37.7,25.0,30.2,23.0,76.0,0.0,0.0,0.0,29.2,13.0,253.4,1009.9,60.6,6.4,203.1,17.5,0.02,12.798055555555555,0,10,0,2,27
30.5,24.0,26.7,35.9,24.0,28.1,23.7,83.9,5.0,100.0,4.17,31.7,9.9,280.2,1009.7,67.6,5.1,165.8,14.3,0.06,12.784722222222221,1,9,0,4,20
32.3,24.9,27.3,35.9,24.9,28.8,23.0,78.5,0.0,0.0,0.0,41.8,13.0,290.4,1009.9,67.8,5.5,237.1,20.5,0.1,12.77111111111111,0,2,0,2,27
31.2,24.0,26.7,35.3,24.0,28.2,22.7,79.6,0.0,0.0,0.0,34.2,13.0,288.6,1010.1,60.2,5.5,218.8,19.0,0.13,12.7575,0,2,0,2,27
29.5,24.0,26.4,32.5,24.0,27.6,22.8,81.2,0.0,0.0,0.0,38.5,15.5,292.6,1009.2,82.7,5.7,188.9,16.2,0.17,12.74388888888889,0,8,0,2,27
29.5,23.3,26.0,32.3,23.3,26.8,22.2,80.2,0.3,100.0,8.33,43.2,19.4,285.8,1007.5,80.4,5.5,204.5,17.7,0.2,12.729722222222222,1,9,0,4,26
30.5,23.0,26.0,33.5,23.0,26.9,22.1,79.9,1.1,100.0,16.67,46.1,11.7,277.7,1007.7,75.1,5.4,202.5,17.6,0.25,12.715555555555556,1,9,0,4,26
26.0,22.0,23.6,26.0,22.0,23.6,22.0,90.6,3.5,100.0,12.5,34.9,14.8,281.4,1009.1,97.6,4.6,69.8,6.0,0.28,12.701666666666666,1,4,0,3,13
24.2,21.2,23.2,24.2,21.2,23.2,22.6,96.4,8.5,100.0,12.5,31.0,11.2,273.0,1008.9,100.0,4.1,58.1,5.1,0.31,12.687222222222223,1,3,0,3,15
25.6,22.0,23.8,25.6,22.0,23.8,22.4,92.1,0.4,100.0,4.17,42.8,11.3,265.1,1007.2,95.3,4.5,99.5,8.6,0.35,12.672777777777778,1,6,0,3,11
26.5,22.0,24.4,26.5,22.0,24.4,22.2,87.7,0.0,0.0,0.0,49.3,53.9,277.3,1006.8,83.8,5.1,126.7,11.1,0.38,12.658333333333333,0,6,0,2,27
26.2,23.0,24.1,26.2,23.0,24.1,21.8,86.9,0.0,0.0,0.0,36.0,9.7,264.9,1008.4,87.8,5.2,88.8,7.6,0.42,12.643888888888888,0,4,0,2,27
27.1,23.0,24.6,30.4,23.0,25.0,22.8,90.1,12.0,100.0,4.17,27.4,9.4,241.2,1010.0,89.9,4.7,105.0,9.1,0.46,12.629166666666666,1,5,0,4,20
30.9,23.0,26.3,34.7,23.0,27.6,22.4,80.0,0.0,0.0,0.0,28.8,11.2,257.4,1010.4,67.3,5.6,217.4,18.8,0.5,12.614166666666666,0,9,0,2,27
31.2,22.2,25.3,36.9,22.2,26.4,22.6,86.0,54.0,100.0,8.33,25.2,9.4,254.0,1010.3,72.8,4.9,254.8,22.2,0.52,12.599166666666667,1,10,0,4,26
31.8,22.0,25.8,37.9,22.0,27.7,23.2,86.2,7.0,100.0,4.17,25.9,10.8,228.3,1009.6,63.3,5.3,224.0,19.4,0.56,12.584166666666667,1,9,0,4,22
29.8,23.3,25.6,34.8,23.3,26.6,23.1,86.6,5.0,100.0,8.33,29.5,13.0,270.7,1008.5,65.0,5.4,171.7,14.9,0.59,12.569166666666666,1,9,0,4,20
29.6,23.0,24.9,34.3,23.0,25.7,22.8,88.5,8.2,100.0,8.33,31.7,9.4,286.2,1007.5,84.3,5.2,167.2,14.5,0.62,12.554166666666667,1,10,0,4,26
28.0,23.0,24.7,31.7,23.0,25.3,23.0,90.7,0.1,100.0,4.17,28.8,7.9,267.5,1007.0,90.8,4.9,115.5,10.0,0.65,12.53888888888889,1,6,0,3,9
27.1,22.1,23.8,30.3,22.1,24.1,22.7,93.3,8.0,100.0,4.17,27.0,9.4,253.8,1005.8,94.2,4.6,155.3,13.3,0.69,12.52361111111111,1,8,0,3,9
29.5,23.0,24.8,33.6,23.0,25.7,22.7,88.5,9.0,100.0,4.17,33.1,15.7,284.4,1004.5,91.2,4.9,204.1,17.7,0.72,12.508055555555556,1,9,0,3,11
24.4,22.0,23.0,24.4,22.0,23.0,22.3,95.8,7.5,100.0,8.33,33.5,9.7,277.5,1005.6,99.9,4.7,81.7,7.3,0.75,12.4925,1,5,0,3,13
25.1,22.0,23.4,25.1,22.0,23.4,22.2,93.3,2.5,100.0,4.17,37.4,11.2,242.9,1007.3,99.5,4.8,118.3,10.2,0.78,12.477222222222222,1,5,0,3,10
28.2,22.0,24.6,31.3,22.0,24.9,22.4,87.7,5.0,100.0,4.17,25.6,11.9,229.3,1009.3,86.8,5.2,178.8,15.5,0.81,12.461666666666666,1,7,0,4,21
30.9,22.3,25.6,36.6,22.3,26.9,22.7,84.6,37.0,100.0,8.33,26.3,9.4,231.1,1008.8,79.9,4.7,194.6,16.7,0.85,12.445833333333333,1,8,0,4,22
28.1,22.0,24.3,31.8,22.0,24.7,22.8,91.5,4.0,100.0,4.17,26.6,13.0,278.5,1008.1,92.6,4.2,173.2,15.1,0.88,12.430277777777778,1,8,0,3,9
28.2,22.0,24.0,32.3,22.0,24.6,22.4,91.1,5.0,100.0,8.33,33.1,13.0,286.5,1007.7,88.8,4.9,157.7,13.5,0.91,12.414722222222222,1,8,0,4,26
25.9,22.0,23.8,25.9,22.0,23.8,22.4,92.0,12.0,100.0,8.33,37.8,16.6,278.4,1007.1,86.7,4.9,100.7,8.7,0.94,12.39861111111111,1,7,0,4,26
24.0,22.1,22.9,24.0,22.1,22.9,22.1,94.8,4.0,100.0,8.33,33.5,18.4,275.3,1006.9,98.0,4.1,61.0,5.1,0.98,12.383055555555556,1,4,0,3,15
24.1,22.0,22.7,24.1,22.0,22.7,21.8,94.7,7.2,100.0,8.33,45.4,24.1,256.0,1005.5,88.4,4.6,38.8,3.3,0.0,12.366944444444444,1,3,0,4,26
27.1,21.3,24.4,29.7,21.3,24.8,22.1,87.7,0.0,0.0,0.0,54.4,17.5,235.0,1007.5,79.2,5.2,201.0,17.3,0.04,12.350833333333334,0,8,0,2,27
29.0,22.2,25.3,31.4,22.2,26.0,21.8,81.6,0.0,0.0,0.0,54.0,18.4,261.4,1009.5,65.3,5.5,184.6,15.9,0.08,12.335,0,7,0,2,27
28.3,22.0,25.4,31.2,22.0,26.1,21.8,80.8,0.0,0.0,0.0,46.4,18.4,268.3,1009.1,73.5,5.4,183.5,15.9,0.12,12.318888888888889,0,7,0,2,27
28.3,23.0,25.2,31.7,23.0,26.0,22.2,83.5,0.0,0.0,0.0,45.4,22.3,261.0,1007.6,86.7,5.6,170.7,14.8,0.15,12.303055555555556,0,8,0,2,27
28.3,22.2,24.9,31.5,22.2,25.4,22.1,84.6,0.0,0.0,0.0,49.3,19.3,261.3,1006.1,82.6,5.6,186.3,16.2,0.19,12.286944444444444,0,7,0,2,27
28.6,23.0,25.1,32.4,23.0,25.7,22.3,84.7,3.0,100.0,4.17,48.6,24.1,255.0,1004.7,88.5,5.3,131.7,11.4,0.22,12.270833333333334,1,6,0,4,20
28.8,23.0,25.2,32.2,23.0,26.1,22.4,84.7,3.0,100.0,20.83,47.9,18.4,265.1,1005.8,81.8,5.2,150.3,13.0,0.25,12.254722222222222,1,6,0,4,24
29.6,22.2,25.6,32.7,22.2,26.3,22.1,81.8,0.0,0.0,0.0,42.1,15.5,249.8,1007.9,71.4,5.6,175.1,15.2,0.29,12.238611111111112,0,7,0,2,27
29.8,23.0,25.9,32.6,23.0,26.9,21.5,77.4,0.0,0.0,0.0,43.6,14.8,255.0,1008.5,58.8,5.9,229.5,19.8,0.33,12.2225,0,9,0,2,27
29.6,22.0,25.8,31.6,22.0,26.5,21.0,75.4,0.0,0.0,0.0,34.2,11.6,256.9,1008.5,56.1,6.5,250.6,21.8,0.37,12.206111111111111,0,10,0,2,27
28.5,23.0,25.6,31.0,23.0,26.2,21.0,76.1,0.0,0.0,0.0,28.8,11.2,255.4,1010.2,78.3,5.5,208.6,18.2,0.4,12.189722222222223,0,9,0,2,27
30.4,21.2,25.3,34.8,21.2,26.3,21.7,81.2,9.0,100.0,4.17,23.0,9.5,265.9,1011.9,79.1,5.4,174.6,15.2,0.44,12.17361111111111,1,8,0,4,20
31.8,21.2,25.3,37.5,21.2,26.4,22.5,85.5,20.0,100.0,4.17,28.4,9.4,252.8,1010.6,89.1,5.0,172.3,14.9,0.47,12.1575,1,9,0,4,22
28.8,22.0,24.3,32.0,22.0,24.7,22.2,88.0,0.4,100.0,4.17,35.3,14.8,280.2,1009.4,81.2,4.7,123.8,10.6,0.5,12.141388888888889,1,7,0,4,20
26.0,22.3,23.7,26.0,22.3,23.7,22.1,90.8,17.6,100.0,12.5,39.2,16.6,276.8,1007.4,92.9,4.9,130.1,11.4,0.54,12.125,1,7,0,3,7
27.3,22.0,24.3,30.2,22.0,24.8,22.6,90.4,0.6,100.0,4.17,27.0,11.2,278.4,1007.9,82.3,5.1,72.1,6.0,0.57,12.108611111111111,1,4,0,4,22
29.3,23.0,25.2,33.0,23.0,26.0,22.3,84.7,0.8,100.0,20.83,28.8,13.0,272.1,1009.1,80.6,5.3,166.8,14.4,0.61,12.0925,1,7,0,4,26
30.4,21.2,25.3,35.3,21.2,26.7,22.5,84.8,43.0,100.0,8.33,31.3,13.0,283.2,1008.9,75.9,5.2,182.0,15.7,0.64,12.07638888888889,1,7,0,4,22
27.4,22.0,24.1,30.4,22.0,24.2,22.6,91.6,0.8,100.0,8.33,34.6,18.4,282.2,1006.6,88.3,5.2,116.2,10.0,0.67,12.06,1,4,0,4,21
23.9,21.1,22.4,23.9,21.1,22.4,21.9,96.7,45.0,100.0,20.83,42.8,22.3,290.8,1003.9,96.2,3.2,69.0,6.0,0.7,12.043611111111112,1,4,0,3,15
25.2,22.0,23.5,25.2,22.0,23.5,22.3,93.2,0.2,100.0,4.17,51.5,18.4,239.9,1006.1,89.6,4.8,124.4,10.6,0.74,12.027222222222223,1,5,0,4,20
28.4,22.0,24.7,31.6,22.0,25.3,21.9,84.9,0.1,100.0,4.17,31.3,18.4,241.4,1009.4,56.6,5.2,155.9,13.4,0.75,12.011111111111111,1,7,0,4,20
30.5,22.8,25.8,35.4,22.8,27.1,22.8,84.1,0.0,0.0,0.0,24.5,13.0,265.7,1011.2,62.3,5.5,217.9,18.9,0.8,11.995,0,9,0,2,27
30.7,24.0,26.9,36.0,24.0,28.7,23.6,82.9,0.6,100.0,12.5,21.6,9.4,85.8,1011.0,54.6,5.4,220.9,19.0,0.83,11.97861111111111,1,8,0,4,21
30.0,23.0,26.5,34.8,23.0,28.0,23.0,82.0,0.2,100.0,4.17,19.8,13.0,118.5,1011.5,54.1,5.4,193.3,16.7,0.86,11.9625,1,8,0,4,21
30.2,24.0,26.7,34.5,24.0,28.5,23.0,80.8,0.0,0.0,0.0,22.7,9.4,115.1,1011.2,56.7,5.4,213.9,18.5,0.9,11.946388888888889,0,8,0,2,27
31.8,23.0,26.3,38.3,23.0,27.7,22.7,81.5,0.3,100.0,4.17,23.8,9.0,79.2,1010.3,58.9,5.7,221.2,19.1,0.93,11.930277777777778,1,9,0,4,22
30.2,23.0,25.6,35.0,23.0,26.6,23.1,86.4,8.0,100.0,4.17,29.5,9.9,58.1,1010.4,65.8,4.8,204.8,17.7,0.96,11.914166666666667,1,9,0,4,20
31.0,23.0,26.2,33.7,23.0,27.2,22.9,83.0,5.0,100.0,4.17,37.1,16.6,89.9,1009.8,71.1,5.3,209.8,18.1,0.0,11.898055555555555,1,9,0,4,22
